STATE,ST_CASE,VE_TOTAL,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,MILEPT,LATITUDE,LONGITUD
Florida,122553,1,1,71,0,17,12,2015,99998,26.54213056,-81.87153056
Florida,122554,2,3,99,1846,26,11,2015,99998,26.78748056,-80.27812778
Florida,122555,1,1,86,1340,11,12,2015,99998,25.92518056,-80.29311111
Florida,122556,1,2,79,0,19,12,2015,99998,30.43132222,-83.4565
Florida,122557,1,1,95,0,19,12,2015,99998,28.55975278,-81.31082222
Florida,122558,2,4,85,0,20,12,2015,99998,27.17240833,-80.27239444
Florida,122559,2,2,71,0,20,12,2015,99998,26.60655,-81.74158889
Florida,122560,3,4,33,0,18,12,2015,99998,30.61143889,-87.32038056
Florida,122561,1,2,113,0,20,12,2015,99998,30.53283056,-87.12569722
Florida,122562,1,1,91,0,20,12,2015,99998,30.49753889,-86.43561111
Florida,122563,2,2,33,0,20,12,2015,99998,30.3299,-87.1506
Florida,122564,3,4,39,0,21,12,2015,99998,30.48571389,-84.40733056
Florida,122565,1,1,86,2010,22,12,2015,99998,25.77914167,-80.250125
Florida,122566,1,1,103,1770,9,12,2015,99998,27.89437222,-82.74618889
Florida,122567,1,1,101,0,19,12,2015,99998,28.28063056,-82.70848889
Florida,122568,1,1,86,2220,22,12,2015,99998,25.89650278,-80.18670833
Florida,122569,3,4,99,3190,22,12,2015,99998,26.69570556,-80.07468611
Florida,122570,3,3,101,0,22,12,2015,99998,28.40397778,-82.65575278
Florida,122571,3,4,69,0,23,12,2015,99998,28.80066111,-81.5928
Florida,122572,1,2,101,0,24,12,2015,99998,28.19736111,-82.16853056
Florida,122573,1,1,86,0,24,12,2015,99998,25.55591111,-80.39189444
Florida,122574,1,1,75,0,25,12,2015,99998,29.50971944,-82.82315
Florida,122575,1,1,131,0,26,12,2015,99998,30.75000278,-86.28105556
Florida,122576,2,3,127,0,26,12,2015,99998,29.13365,-81.14875
Florida,122577,2,3,87,0,27,12,2015,99998,24.66983056,-81.36356111
Florida,122578,2,2,113,0,27,12,2015,99998,30.53387778,-87.1034
Florida,122579,2,4,55,0,27,12,2015,99998,27.21639444,-81.308075
Florida,122580,1,3,95,0,27,12,2015,99998,28.58848889,-81.45160278
Florida,122581,1,3,103,570,16,12,2015,99998,27.99458889,-82.783725
Florida,122582,2,7,121,0,24,12,2015,99998,30.24636944,-83.04701111
Florida,122583,1,1,113,0,25,12,2015,99998,30.61628056,-87.16102778
Florida,122584,1,1,99,1560,3,1,2015,99998,26.95101111,-80.08530833
Florida,122585,1,1,69,0,22,11,2015,99998,28.61848056,-81.94235
Florida,122586,1,1,101,0,3,12,2015,99998,28.40475,-82.37056111
Florida,122587,2,8,31,1510,12,12,2015,99998,30.35936389,-81.66870278
Florida,122588,2,2,57,0,13,12,2015,99998,27.67490556,-82.34884167
Florida,122589,2,2,99,0,11,12,2015,99998,26.36037778,-80.18708056
Florida,122590,1,1,99,0,13,12,2015,99998,26.60865,-80.06064444
Florida,122591,1,1,99,0,13,12,2015,99998,26.56708889,-80.19572222
Florida,122592,1,1,83,0,15,12,2015,99998,29.18641389,-82.18485
Florida,122593,1,1,99,210,12,12,2015,99998,26.68743889,-80.66991111
Florida,122594,1,1,117,0,16,12,2015,99998,28.64175833,-81.34459722
Florida,122595,2,2,7,0,22,12,2015,99998,29.84601111,-82.15943889
Florida,122597,1,2,109,2690,23,12,2015,99998,29.87633611,-81.32401111
Florida,122598,2,6,95,0,25,12,2015,99998,28.57768056,-81.47615
Florida,122599,1,4,3,0,26,12,2015,99998,30.25401944,-82.3358
Florida,122600,1,1,75,0,27,12,2015,99998,29.18481111,-82.67986111
Florida,122601,2,2,31,1510,27,12,2015,99998,30.43170278,-81.57748611
Florida,122602,2,2,86,2010,27,12,2015,99998,25.80224722,-80.21535556
Florida,122603,1,1,75,0,28,12,2015,99998,29.31599722,-82.76137222
Florida,122604,1,1,99,330,10,12,2015,99998,26.57095556,-80.06965556
Florida,122605,1,1,7,0,15,12,2015,99998,30.02847222,-82.15791389
Florida,122606,3,10,117,0,26,12,2015,99998,28.66704722,-81.43119444
Florida,122607,1,1,86,1340,27,12,2015,99998,25.83849722,-80.30142778
Florida,122608,1,1,3,0,28,12,2015,99998,30.49051944,-82.2176
Florida,122609,3,2,115,0,29,12,2015,99998,27.09948611,-82.38994444
Florida,122610,1,7,111,0,29,12,2015,99998,27.39551944,-80.39423889
Florida,122611,1,1,11,0,17,12,2015,99998,26.10447222,-80.20155
Florida,122612,5,8,86,0,30,12,2015,99998,25.94293611,-80.18786389
Florida,122613,1,1,5,2450,24,12,2015,99998,30.19233611,-85.64994722
Florida,122614,3,4,127,0,28,12,2015,99998,29.15741667,-81.07661389
Florida,122615,1,1,11,1781,29,12,2015,99998,26.17681944,-80.20336111
Florida,122616,1,2,9,2424,31,12,2015,99998,28.03225556,-80.673025
Florida,122617,1,1,115,0,31,12,2015,99998,27.26941944,-82.44876111
Florida,122618,1,1,109,0,23,12,2015,99998,29.91383056,-81.52687222
Florida,122619,1,1,11,0,27,12,2015,99998,25.99560278,-80.18561667
Florida,122620,2,2,31,1510,8,12,2015,99998,30.23582222,-81.76271111
Florida,122621,2,2,103,570,17,12,2015,99998,27.95468056,-82.78750833
Florida,122622,1,1,101,0,18,12,2015,99998,28.33035556,-82.60703889
Florida,122623,2,3,85,0,24,12,2015,99998,27.23395,-80.26803056
Florida,122624,4,7,127,810,27,12,2015,99998,28.98465833,-81.26441667
Florida,122625,1,2,101,0,28,12,2015,99998,28.22421389,-82.73396111
Florida,122626,1,1,86,0,30,12,2015,99998,25.92533889,-80.17605
Florida,122627,1,1,99,330,30,12,2015,99998,26.54396389,-80.09083889
Florida,122628,2,3,17,0,31,12,2015,99998,29.01765,-82.50821111
Florida,122629,1,1,95,0,31,12,2015,99998,28.61080278,-81.46384167
Florida,122630,2,5,109,0,31,12,2015,99998,29.80041944,-81.32041667
Florida,122631,2,3,39,0,24,12,2015,99998,30.41092222,-84.66852778
Florida,122632,1,1,9,1990,31,10,2015,99998,28.17198056,-80.67738889
Florida,122633,1,1,9,0,5,11,2015,99998,27.85911944,-80.49221944
Florida,122634,1,1,103,570,8,11,2015,99998,27.96060278,-82.74738889
Florida,122635,2,2,111,2601,14,11,2015,99998,27.27421944,-80.35296111
Florida,122636,2,2,119,0,19,11,2015,99998,28.82725833,-81.9928
Florida,122637,2,2,95,0,20,11,2015,99998,28.52218611,-81.50929444
Florida,122638,1,1,11,1782,29,11,2015,99998,26.17916944,-80.25256667
Florida,122639,1,1,86,2040,29,11,2015,99998,25.81233333,-80.28926111
Florida,122640,1,1,86,0,3,12,2015,99998,25.9352,-80.28153333
Florida,122641,2,2,127,2190,5,12,2015,99998,29.01726111,-81.37213333
Florida,122642,1,1,127,787,8,12,2015,99998,28.89013056,-81.30544722
Florida,122643,1,1,31,1510,9,12,2015,99998,30.35213889,-81.57755
Florida,122644,2,2,11,663,9,12,2015,99998,26.02956111,-80.31240556
Florida,122645,2,4,11,2570,9,12,2015,99998,26.21158889,-80.10675278
Florida,122646,2,2,11,2260,10,12,2015,99998,26.17935556,-80.14683889
Florida,122647,2,2,103,2530,12,12,2015,99998,27.86333056,-82.72895
Florida,122648,4,6,15,0,14,12,2015,99998,27.00633056,-82.16495
Florida,122649,1,1,15,0,16,12,2015,99998,27.02448333,-82.05765278
Florida,122650,1,1,97,0,16,12,2015,99998,28.32846389,-81.47109444
Florida,122651,1,1,99,0,17,12,2015,99998,26.68158889,-80.11207778
Florida,122652,3,11,105,0,19,12,2015,99998,28.23374167,-81.64765556
Florida,122653,2,4,57,0,20,12,2015,99998,27.75983056,-82.37062778
Florida,122654,1,1,71,0,22,12,2015,99998,26.68748889,-81.86616111
Florida,122655,1,1,81,0,22,12,2015,99998,27.44112222,-82.57544722
Florida,122658,2,3,57,0,25,12,2015,99998,27.79444167,-82.33477222
Florida,122659,1,1,31,1510,26,12,2015,99998,30.3214,-81.54916944
Florida,122660,2,4,71,1070,27,12,2015,99998,26.57058333,-81.87979722
Florida,122661,1,1,11,633,27,12,2015,99998,26.23327222,-80.18643333
Florida,122662,2,6,86,0,27,12,2015,99998,25.63276667,-80.44736944
Florida,122663,1,1,3,1860,28,12,2015,99998,30.28658889,-82.12971944
Florida,122664,1,1,105,0,29,12,2015,99998,27.98606667,-81.95677222
Florida,122665,2,2,105,0,29,12,2015,99998,27.74814167,-81.88744167
Florida,122666,1,3,103,2960,31,12,2015,99998,28.158975,-82.75676944
Florida,122667,1,1,57,2950,19,11,2015,99998,27.979375,-82.45116667
Florida,122668,2,4,105,0,23,12,2015,99998,27.73348333,-81.68691111
Florida,122669,1,1,95,0,22,10,2015,99998,28.53933333,-81.47912778
Florida,122670,2,3,127,780,9,10,2015,99998,29.18359167,-81.00868889
Florida,122671,1,1,1,1130,14,8,2015,99998,29.67379722,-82.30004167
Florida,122672,2,2,57,2950,4,11,2015,99998,27.95719444,-82.48501389
Florida,122673,1,1,57,2950,7,11,2015,99998,27.99608611,-82.46403056
Florida,122674,1,2,9,620,13,11,2015,99998,28.37308889,-80.75503889
Florida,122675,2,2,117,2770,8,12,2015,99998,28.78901667,-81.27306111
Florida,122676,2,2,99,0,11,2,2015,99998,26.67735278,-80.10380833
Florida,122677,1,1,86,0,8,7,2015,99998,25.75264722,-80.23826111
Florida,122678,1,1,86,2010,27,9,2015,99998,25.81025278,-80.20143056
Florida,122679,2,4,69,1820,20,10,2015,99998,28.83944722,-81.89306944
Florida,122680,2,2,55,1730,30,10,2015,99998,27.28611944,-81.35761944
Florida,122681,2,2,11,2083,4,11,2015,99998,25.98071667,-80.398025
Florida,122682,1,2,115,2780,29,11,2015,99998,27.33441667,-82.54479722
Florida,122683,2,2,11,1050,9,12,2015,99998,26.10303889,-80.18578611
Florida,122684,1,1,83,0,11,12,2015,99998,29.47011944,-82.37266389
Florida,122685,2,2,27,0,14,12,2015,99998,27.30946667,-81.81891667
Florida,122686,1,1,21,0,15,12,2015,99998,26.31976111,-81.54578056
Florida,122687,1,1,86,2010,16,12,2015,99998,25.68705,-80.36583889
Florida,122688,1,1,86,0,17,12,2015,99998,25.86897778,-80.21811389
Florida,122689,3,3,9,1990,17,12,2015,99998,28.07876944,-80.60292778
Florida,122690,1,1,121,0,18,12,2015,99998,30.25591111,-83.18221667
Florida,122691,2,2,103,0,18,12,2015,99998,27.87826944,-82.5864
Florida,122692,3,10,105,0,18,12,2015,99998,27.85083889,-81.97738889
Florida,122693,1,1,111,1080,19,12,2015,99998,27.44901111,-80.33726389
Florida,122694,2,3,85,0,19,12,2015,99998,27.08582778,-80.25163611
Florida,122695,2,5,99,330,19,12,2015,99998,26.54195833,-80.09065278
Florida,122696,1,1,1,1130,19,12,2015,99998,29.67798611,-82.38897778
Florida,122697,2,3,5,431,20,12,2015,99998,30.13102778,-85.57656389
Florida,122698,1,2,101,0,21,12,2015,99998,28.22986667,-82.19813889
Florida,122699,1,1,105,0,21,12,2015,99998,27.68755556,-81.60518611
Florida,122700,1,2,11,1050,24,12,2015,99998,26.08996667,-80.13655833
Florida,122701,1,3,31,1510,25,12,2015,99998,30.47980278,-81.64151389
Florida,122702,1,1,86,0,25,12,2015,99998,25.8471,-80.20785
Florida,122703,4,6,21,0,29,12,2015,99998,26.18495,-81.71695
Florida,122704,2,3,19,0,29,12,2015,99998,30.03799167,-81.73104167
Florida,122705,2,4,99,0,30,12,2015,99998,26.67380556,-80.12046667
Florida,122706,2,3,99,0,31,12,2015,99998,26.37503333,-80.15924444
Florida,122707,2,6,103,0,31,12,2015,99998,27.86521111,-82.77416111
Florida,122708,2,3,31,1510,31,12,2015,99998,30.250025,-81.53771389
Florida,122709,1,2,91,2200,19,12,2015,99998,30.51616667,-86.50685
Florida,122710,2,2,86,0,25,10,2015,99998,25.69910556,-80.44342222
Florida,122711,1,1,83,0,28,7,2015,99998,29.23091111,-82.18771111
Florida,122712,2,2,117,0,3,8,2015,99998,28.69409167,-81.44696944
Florida,122713,1,1,99,0,8,8,2015,99998,26.64134167,-80.11268889
Florida,122714,2,2,86,2526,14,10,2015,99998,25.65515833,-80.32877222
Florida,122715,2,2,115,2235,16,10,2015,99998,27.03778889,-82.23836389
Florida,122716,1,1,69,1960,6,11,2015,99998,28.57840278,-81.89956944
Florida,122717,2,4,9,620,28,12,2015,99998,28.35788611,-80.73245278
Florida,122718,1,1,99,0,12,10,2015,99998,26.691625,-80.10003333
Florida,122719,1,1,69,960,12,10,2015,99998,28.82849722,-81.67154167
Florida,122720,1,1,103,2530,14,12,2015,99998,27.86644167,-82.69639444
Florida,122721,1,1,71,0,21,12,2015,99998,26.67286944,-81.81871111
Florida,122722,1,1,86,0,3,12,2015,99998,25.57820833,-80.396975
Florida,122723,3,6,86,0,24,12,2015,99998,25.62621944,-80.41430556
Florida,122724,6,10,86,2010,30,9,2015,99998,25.77908056,-80.25265
Florida,122725,1,1,86,0,27,9,2015,99998,25.50688889,-80.42913056
Florida,122726,2,3,97,1590,23,12,2015,99998,28.30451944,-81.39429444
Florida,122727,1,1,86,2010,8,11,2015,99998,25.77233611,-80.19765833
Florida,122728,2,2,86,2010,4,10,2015,99998,25.8062,-80.22372778
Florida,122729,2,4,117,1840,12,12,2015,99998,28.69783889,-81.34628333
Florida,122730,3,3,86,2023,15,8,2015,99998,25.94891944,-80.20546667
Florida,122731,4,7,86,0,7,11,2015,99998,25.76953056,-80.33646389
Florida,122732,2,3,71,312,6,8,2015,99998,26.38031667,-81.80924167
Florida,122733,1,1,81,340,30,9,2015,99998,27.49625833,-82.68550833
Florida,122734,1,1,99,0,7,11,2015,99998,26.67373611,-80.08747778
Florida,122735,2,2,1,1370,9,2,2015,99998,29.82680278,-82.59262222
Florida,122736,2,5,105,0,3,10,2015,99998,28.01990556,-81.77611111
Florida,122737,1,5,105,0,12,4,2015,99998,28.21907222,-81.75779722
Florida,122738,2,3,105,0,24,5,2015,99998,28.21125833,-81.63997222
Florida,122739,1,2,105,0,16,3,2015,99998,27.95814722,-81.72689444
Florida,122740,1,1,105,0,15,5,2015,99998,28.021175,-81.65806111
Florida,122741,2,2,105,0,15,3,2015,99998,27.88710278,-81.92430833
Florida,122742,3,4,105,0,8,3,2015,99998,28.31020278,-81.66766389
Florida,122743,3,4,99,0,30,9,2015,99998,26.52712222,-80.11163889
Florida,122744,1,1,127,2850,27,10,2015,99998,29.16393333,-80.99785
Florida,122745,1,1,99,210,28,10,2015,99998,26.67985,-80.65351944
Florida,122746,3,5,57,2950,25,11,2015,99998,27.96307222,-82.49318333
Florida,122747,2,4,57,0,1,12,2015,99998,27.79253889,-82.38396944
Florida,122748,2,2,57,0,5,12,2015,99998,27.93798611,-82.46062222
Florida,122749,1,1,11,2468,6,12,2015,99998,26.00809444,-80.32808333
Florida,122750,2,2,127,2580,22,11,2015,99998,29.11642222,-81.02368889
Florida,122751,1,1,81,340,29,11,2015,99998,27.47911111,-82.575325
Florida,122752,2,6,86,0,28,9,2015,99998,25.85481667,-80.24212778
Florida,122753,1,1,11,672,22,11,2015,99998,26.25025,-80.22989444
Florida,122754,3,5,86,2920,9,3,2015,99998,25.87476389,-80.122375
Florida,122755,1,1,101,2590,26,12,2015,99998,28.27358889,-82.72232778
Florida,122756,1,1,11,771,11,10,2015,0,26.11763889,-80.33001667
Florida,122757,1,1,86,0,10,5,2015,99998,25.69685,-80.39845278
Florida,122758,2,6,45,2600,11,4,2015,99998,29.83279167,-85.31372222
Florida,122759,1,3,86,2025,8,4,2015,99998,25.91099444,-80.31349167
Florida,122760,1,2,86,0,11,5,2015,99998,25.59851944,-80.35665833
Florida,122761,2,6,86,0,4,7,2015,99998,25.56981667,-80.38466111
Florida,122762,1,1,86,1440,23,9,2015,99998,25.477325,-80.46409167
Florida,122763,1,1,105,1690,25,10,2015,99998,28.02798889,-81.92931944
Florida,122764,2,2,105,1690,3,9,2015,99998,28.05504167,-81.95937778
Florida,122765,1,1,105,1690,22,3,2015,99998,27.995625,-81.96105833
Florida,122766,1,1,127,780,19,5,2015,99998,29.22151111,-81.00730556
Florida,122767,2,3,99,290,1,11,2015,99998,26.35049444,-80.08982222
Florida,122768,1,1,57,0,17,12,2015,99998,28.00365,-82.31463889
Florida,122769,2,2,99,2674,17,12,2015,99998,26.69135556,-80.20175278
Florida,122770,1,1,99,0,8,12,2015,99998,26.7071,-80.11933056
Florida,122771,1,1,21,2150,12,12,2015,99998,26.13830833,-81.78284167
Florida,122772,2,2,86,0,3,5,2015,99998,25.73974167,-80.35981667
Florida,122773,3,5,17,0,31,12,2015,99998,28.70902222,-82.45152222
Florida,122774,1,1,99,2410,30,10,2015,99998,26.79991944,-80.693825
Florida,122775,2,3,127,0,14,12,2015,99998,28.83086111,-81.17598056
Florida,122776,1,1,61,3070,23,12,2015,99998,27.62359444,-80.39433889
Florida,122777,2,2,11,2541,13,12,2015,99998,26.14465,-80.23912778
Florida,122778,1,1,127,2340,5,4,2015,99998,28.96379167,-81.29863333
Florida,122779,1,5,115,2780,31,12,2015,99998,27.37612778,-82.55478056
Florida,122780,2,8,87,2975,30,12,2015,99998,25.01731944,-80.51165278
Florida,122781,1,3,57,0,24,12,2015,99998,28.00611389,-82.35589167
Florida,122782,1,1,69,0,6,12,2015,99998,28.51212222,-81.76473889
Florida,122783,2,2,19,2350,9,12,2015,99998,30.1885,-81.70304167
Florida,122784,1,1,31,1510,30,12,2015,99998,30.34378889,-81.63655833
Florida,122785,1,1,103,2730,9,12,2015,99998,27.78583333,-82.66113056
Florida,122786,1,1,1,1130,7,10,2015,99998,29.7102,-82.35187778
Florida,122787,2,3,11,1050,9,7,2015,99998,26.20319167,-80.15578056
Florida,122788,1,1,115,3050,12,3,2015,99998,27.10144167,-82.43347222
Florida,122789,2,1,113,2070,27,8,2015,99998,30.64549444,-87.04938611
Florida,122790,1,2,86,2025,6,9,2015,99998,25.90628333,-80.29881111
Florida,122791,1,1,86,0,20,9,2015,99998,25.8827,-80.23863333
Florida,122792,1,2,99,0,27,11,2015,99998,26.62430833,-80.11337222
Florida,122793,2,3,86,0,6,5,2015,99998,25.51376944,-80.46961944
Florida,122794,1,1,86,2010,30,7,2015,99998,25.77821111,-80.18803056
Florida,122795,1,1,86,0,24,12,2015,99998,25.84920278,-80.20516667
Florida,122796,1,1,9,1990,20,12,2015,99998,28.13486389,-80.63308333
Florida,122797,2,3,117,30,29,12,2015,99998,28.66319444,-81.36273611
Florida,122798,2,3,11,1927,31,12,2015,99998,26.22598889,-80.20456111
Florida,122799,3,2,11,1927,4,4,2015,99998,26.23485833,-80.19628889
Florida,122800,1,1,105,0,21,12,2015,99998,28.13871111,-81.95646389
Florida,122801,1,1,86,1030,17,4,2015,99998,25.42626389,-80.47430556
Florida,122802,1,1,86,0,17,11,2015,99998,25.53644444,-80.41463889
Florida,122803,3,6,86,0,20,11,2015,99998,25.87190278,-80.12151944
Florida,122804,1,1,86,0,19,12,2015,99998,25.83343056,-80.22893056
Florida,122805,1,2,11,771,19,12,2015,99998,26.103525,-80.31380833
Florida,122806,2,3,86,0,2,12,2015,99998,25.68839444,-80.31942222
Florida,122807,1,1,86,0,2,5,2015,99998,25.46965556,-80.50442778
Florida,122808,1,2,86,0,19,2,2015,99998,25.94475556,-80.29936667
Georgia,130001,1,1,31,0,1,1,2015,121,32.41721389,-81.79864444
Georgia,130002,1,1,117,0,1,1,2015,11,34.17284722,-84.10240833
Georgia,130003,1,2,293,0,1,1,2015,31,32.87975556,-84.25475556
Georgia,130004,3,2,79,0,2,1,2015,0,32.68824167,-83.85825278
Georgia,130005,1,2,301,0,2,1,2015,2,33.51656944,-82.81752222
Georgia,130006,1,2,13,0,3,1,2015,10,33.9146,-83.71792778
Georgia,130007,2,2,199,0,3,1,2015,54,33.17118333,-84.58160278
Georgia,130008,1,1,51,4910,4,1,2015,209,32.02226389,-81.11034167
Georgia,130009,1,3,71,0,4,1,2015,221,31.33051111,-83.84719444
Georgia,130010,2,5,147,0,4,1,2015,76,34.35594444,-82.98546944
Georgia,130011,1,1,51,4475,5,1,2015,76,32.13516944,-81.17333333
Georgia,130012,1,2,95,90,5,1,2015,40,31.57535,-84.15651111
Georgia,130013,2,6,255,0,5,1,2015,99,33.26714444,-84.31317778
Georgia,130014,2,2,113,4278,6,1,2015,71,33.42451111,-84.603525
Georgia,130015,1,1,185,0,6,1,2015,146,30.8524,-83.22145
Georgia,130016,1,1,215,1280,6,1,2015,2,32.53995,-84.95146111
Georgia,130017,1,1,223,0,6,1,2015,13,33.9474,-84.76259722
Georgia,130018,2,4,229,0,7,1,2015,164,31.42847778,-82.21981944
Georgia,130019,4,8,121,4882,8,1,2015,67,33.90722222,-84.35737222
Georgia,130020,2,2,231,0,8,1,2015,122,33.15205,-84.31209167
Georgia,130021,1,1,15,0,9,1,2015,37,34.09090833,-84.72413611
Georgia,130022,1,1,185,5680,9,1,2015,19,30.797875,-83.27292222
Georgia,130023,1,1,295,0,9,1,2015,40,34.97003333,-85.30343889
Georgia,130024,2,3,297,0,9,1,2015,61,33.79578611,-83.64711111
Georgia,130025,1,1,51,2290,10,1,2015,4,32.04432778,-81.19955278
Georgia,130026,1,1,51,4910,10,1,2015,0,31.99908611,-81.12658611
Georgia,130027,2,3,139,0,10,1,2015,39,34.31194722,-83.72166111
Georgia,130028,1,1,145,0,10,1,2015,37,32.85873889,-84.98376944
Georgia,130029,1,1,45,0,11,1,2015,138,33.6079,-85.08423056
Georgia,130030,1,1,199,0,11,1,2015,37,33.21510278,-84.51661667
Georgia,130031,1,1,255,0,11,1,2015,15,33.29396389,-84.11113056
Georgia,130032,2,2,51,0,12,1,2015,1,32.11266111,-81.35978056
Georgia,130033,1,1,71,0,12,1,2015,112,31.16589722,-83.84530556
Georgia,130034,1,1,121,280,12,1,2015,42,33.829125,-84.38743056
Georgia,130035,2,2,143,0,12,1,2015,15,33.78385,-85.06379722
Georgia,130036,1,1,143,0,12,1,2015,30,33.69707222,-85.30416111
Georgia,130037,1,1,51,4910,13,1,2015,71,31.93636111,-81.05138889
Georgia,130038,1,1,121,280,13,1,2015,101,33.73855278,-84.42703611
Georgia,130039,1,1,121,280,13,1,2015,26,33.78176944,-84.37271111
Georgia,130040,2,5,187,0,13,1,2015,16,34.44464722,-83.98815833
Georgia,130041,1,1,147,0,14,1,2015,168,34.43748056,-82.93282222
Georgia,130042,1,1,217,0,14,1,2015,106,33.528275,-83.85207778
Georgia,130043,1,1,121,4790,15,1,2015,230,34.06520833,-84.32035278
Georgia,130044,1,1,139,0,15,1,2015,108,34.21397778,-83.88316667
Georgia,130045,1,1,135,0,15,1,2015,47,34.10186667,-84.02170278
Georgia,130046,1,1,245,310,16,1,2015,152,33.44136944,-81.9847
Georgia,130047,2,2,13,5180,17,1,2015,4,33.95443889,-83.57746389
Georgia,130048,2,2,89,0,17,1,2015,26,33.84028889,-84.31302222
Georgia,130049,2,2,133,0,17,1,2015,70,33.57100833,-83.23925833
Georgia,130050,1,3,241,1170,17,1,2015,144,34.89294167,-83.59595
Georgia,130051,3,5,51,4475,18,1,2015,133,32.17791389,-81.18754167
Georgia,130052,1,1,81,0,18,1,2015,19,31.81742222,-83.72710278
Georgia,130053,1,2,153,0,18,1,2015,67,32.65321389,-83.61208611
Georgia,130054,1,1,311,1190,18,1,2015,20,34.54254167,-83.82678611
Georgia,130055,2,2,67,320,19,1,2015,32,33.81908056,-84.65687222
Georgia,130056,1,1,57,0,20,1,2015,1,34.10585278,-84.54427778
Georgia,130057,1,2,135,3100,20,1,2015,137,33.95075,-83.98213333
Georgia,130058,2,2,139,2285,20,1,2015,6,34.34030556,-83.90406389
Georgia,130059,3,1,151,0,20,1,2015,84,33.41058056,-84.16013611
Georgia,130060,1,2,73,0,21,1,2015,3,33.41027778,-82.25340278
Georgia,130061,1,3,119,960,21,1,2015,24,34.35260833,-83.1741
Georgia,130062,2,4,147,0,21,1,2015,1,34.43763889,-82.95631111
Georgia,130063,1,1,45,970,22,1,2015,169,33.46340833,-85.02821111
Georgia,130064,1,1,121,4882,22,1,2015,247,33.91081389,-84.36829722
Georgia,130065,1,2,67,0,23,1,2015,12,33.76169444,-84.56534444
Georgia,130066,3,6,67,20,23,1,2015,114,34.06449167,-84.68787778
Georgia,130067,2,4,135,3230,23,1,2015,6,33.84285278,-83.92442222
Georgia,130068,3,3,151,0,23,1,2015,99999,33.51554167,-84.09339722
Georgia,130069,1,1,299,0,23,1,2015,152,31.13221667,-82.5823
Georgia,130070,1,1,25,0,24,1,2015,0,31.24371667,-81.99656389
Georgia,130071,1,1,67,3440,24,1,2015,99999,33.91215556,-84.59499444
Georgia,130072,3,5,89,0,24,1,2015,12,33.831875,-84.33583611
Georgia,130073,3,3,97,0,24,1,2015,8,33.79726944,-84.6433
Georgia,130074,2,2,139,0,24,1,2015,75,34.12103056,-83.87672222
Georgia,130075,2,5,165,9997,24,1,2015,52,32.70725556,-81.93381944
Georgia,130076,1,1,211,0,24,1,2015,45,33.54359722,-83.42420556
Georgia,130077,1,1,295,4780,24,1,2015,5,34.97231667,-85.29876389
Georgia,130078,3,6,89,0,25,1,2015,54,33.77399444,-84.07623889
Georgia,130079,2,2,117,0,25,1,2015,5,34.14945833,-84.14909444
Georgia,130080,1,2,295,9997,25,1,2015,220,34.77289722,-85.4401
Georgia,130081,1,1,9,0,26,1,2015,217,33.17250556,-83.28227778
Georgia,130082,1,3,121,0,26,1,2015,24,33.73346944,-84.52968056
Georgia,130083,1,1,3,5960,27,1,2015,60,31.36099167,-82.99600556
Georgia,130084,1,1,21,3390,27,1,2015,0,32.77293889,-83.65913056
Georgia,130085,2,2,151,3220,27,1,2015,0,33.31941111,-84.05380278
Georgia,130086,2,3,151,0,27,1,2015,24,33.33180278,-84.12240833
Georgia,130087,2,2,223,1500,27,1,2015,69,33.865125,-84.84170556
Georgia,130088,1,1,89,0,17,1,2015,180,33.713075,-84.24348889
Georgia,130089,2,2,233,1010,27,1,2015,82,34.00404167,-85.27955
Georgia,130090,2,2,209,0,28,1,2015,69,32.18890278,-82.52670833
Georgia,130091,2,2,303,4880,29,1,2015,4,32.97978333,-82.81699167
Georgia,130092,2,4,35,2890,31,1,2015,130,33.34840278,-83.95723889
Georgia,130093,1,1,59,270,31,1,2015,116,34.02361944,-83.39786944
Georgia,130094,1,3,171,0,31,1,2015,104,33.161325,-84.18996667
Georgia,130095,1,2,267,0,31,1,2015,10,31.88868333,-81.91845278
Georgia,130096,1,1,67,0,1,2,2015,65,33.88671389,-84.46641944
Georgia,130097,1,3,83,0,1,2,2015,189,34.95685278,-85.46174167
Georgia,130098,1,1,95,0,1,2,2015,113,31.57277222,-84.03282778
Georgia,130099,3,8,121,280,1,2,2015,57,33.79525,-84.36746667
Georgia,130100,2,3,137,0,1,2,2015,11,34.54816389,-83.51070556
Georgia,130101,1,2,205,0,1,2,2015,29,31.389625,-84.03986389
Georgia,130102,2,2,303,0,1,2,2015,0,32.99352222,-82.77146944
Georgia,130103,1,1,21,3390,2,2,2015,1,32.84526111,-83.66956111
Georgia,130105,2,3,293,0,2,2,2015,79,32.80379722,-84.276175
Georgia,130106,2,2,151,0,3,2,2015,28,33.49348056,-84.23988056
Georgia,130107,1,1,267,0,3,2,2015,65,32.03064722,-81.878
Georgia,130108,2,3,271,0,3,2,2015,96,31.92180833,-82.94505
Georgia,130110,1,2,295,0,4,2,2015,242,34.89271667,-85.40473333
Georgia,130111,2,2,115,4760,5,2,2015,3,34.08513611,-85.41751111
Georgia,130112,2,2,23,0,6,2,2015,119,32.451125,-83.38079167
Georgia,130113,2,2,67,2990,6,2,2015,0,34.02346111,-84.6154
Georgia,130114,3,5,89,0,6,2,2015,77,33.88558333,-84.25122222
