STATE,ST_CASE,VE_TOTAL,PERSONS,COUNTY,CITY,DAY,MONTH,YEAR,MILEPT,LATITUDE,LONGITUD
Alabama,10001,1,1,127,0,1,1,2015,1754,33.87865278,-87.32532778
Alabama,10002,1,1,83,0,1,1,2015,3604,34.91044167,-86.90870833
Alabama,10003,1,2,11,0,1,1,2015,1958,32.14200556,-85.75845556
Alabama,10004,1,1,45,0,4,1,2015,566,31.43981389,-85.5103
Alabama,10005,2,2,45,2050,7,1,2015,308,31.31933056,-85.5151
Alabama,10006,1,2,111,0,8,1,2015,0,33.43849444,-85.38926667
Alabama,10007,1,2,89,1730,8,1,2015,1030,34.77304444,-86.52766389
Alabama,10008,1,1,73,350,3,1,2015,0,33.46248889,-86.87090556
Alabama,10009,1,1,117,47,13,1,2015,2520,33.2361,-86.81392222
Alabama,10010,2,2,33,0,5,1,2015,34,34.75836667,-87.60750833
Alabama,10011,2,2,83,0,7,1,2015,809,34.76602778,-86.87921111
Alabama,10012,3,6,95,1500,9,1,2015,2944,34.36911667,-86.28887778
Alabama,10013,1,1,87,0,10,1,2015,0,32.55177222,-85.74464444
Alabama,10014,1,1,11,0,11,1,2015,1454,32.16270833,-85.71402778
Alabama,10015,1,1,127,0,11,1,2015,0,33.96415,-87.60569722
Alabama,10016,2,2,81,2340,13,1,2015,0,32.61823889,-85.37138333
Alabama,10017,1,1,97,0,14,1,2015,0,30.50592778,-88.233925
Alabama,10018,1,2,1,0,16,1,2015,0,32.52434444,-86.67211944
Alabama,10019,1,1,121,0,19,1,2015,0,33.22930833,-86.26927778
Alabama,10020,2,3,121,2910,15,1,2015,0,33.46581111,-86.04999167
Alabama,10021,2,4,115,0,23,1,2015,1446,33.56601667,-86.52102222
Alabama,10022,1,2,127,0,26,1,2015,585,33.84021944,-87.33155833
Alabama,10023,1,1,11,0,12,1,2015,210,32.21718333,-85.91875
Alabama,10024,1,1,5,0,2,1,2015,0,31.83945278,-85.2207
Alabama,10025,1,2,125,0,15,1,2015,0,33.08890556,-87.67459722
Alabama,10026,1,1,73,2052,13,1,2015,0,33.46460556,-86.941675
Alabama,10027,2,3,3,2890,17,1,2015,0,30.47271111,-87.66633056
Alabama,10028,1,1,1,2540,10,1,2015,0,32.43066389,-86.51791667
Alabama,10029,1,1,69,0,23,1,2015,2228,31.16130833,-85.19056111
Alabama,10030,2,5,21,0,24,1,2015,784,32.78083333,-86.4702
Alabama,10031,1,1,93,0,24,1,2015,0,33.92139167,-87.86725
Alabama,10032,1,1,15,0,25,1,2015,0,33.74095278,-85.88291667
Alabama,10033,1,2,123,60,23,1,2015,0,32.87644722,-85.87761667
Alabama,10034,6,10,3,860,15,1,2015,448,30.65515556,-87.90710278
Alabama,10035,2,2,73,20,28,1,2015,1410,33.58196667,-86.92233333
Alabama,10036,2,5,97,0,19,1,2015,142,30.85440833,-88.19383056
Alabama,10037,1,1,3,0,26,1,2015,0,30.73176944,-87.78450833
Alabama,10038,1,1,97,2100,27,1,2015,0,30.612125,-88.07764444
Alabama,10039,1,1,97,0,29,1,2015,12,30.55205833,-88.10484722
Alabama,10040,1,1,73,350,20,1,2015,0,33.43090833,-86.71233333
Alabama,10041,1,1,49,0,28,1,2015,0,34.37793333,-85.75579167
Alabama,10042,1,2,125,0,31,1,2015,593,33.10606944,-87.46706944
Alabama,10043,1,1,49,0,2,2,2015,0,34.51033611,-85.76049444
Alabama,10044,1,2,73,1716,31,1,2015,0,33.39817778,-86.77766944
Alabama,10045,1,1,97,2100,31,1,2015,200,30.62482222,-88.12466111
Alabama,10046,1,1,17,1830,8,2,2015,790,32.84681944,-85.18687778
Alabama,10047,1,2,97,2100,22,1,2015,0,30.66823611,-88.05437222
Alabama,10048,1,4,3,0,24,1,2015,311,30.97233333,-87.63953056
Alabama,10049,2,2,73,350,29,1,2015,0,33.529925,-86.88088611
Alabama,10050,1,1,97,0,31,1,2015,20,30.84359444,-88.39520556
Alabama,10051,2,5,109,3040,1,2,2015,1045,31.82342222,-85.96047222
Alabama,10052,1,1,83,9997,9,2,2015,0,34.72961667,-86.85619722
Alabama,10053,1,3,37,0,1,2,2015,1999,33.03825556,-86.22563056
Alabama,10054,2,2,91,0,3,2,2015,261,32.44788333,-87.96390278
Alabama,10055,1,1,89,0,4,2,2015,3443,34.86791111,-86.57139167
Alabama,10056,1,1,3,0,8,2,2015,764,30.52108889,-87.45863889
Alabama,10057,3,3,49,2564,4,2,2015,276,34.45239167,-85.78168333
Alabama,10058,2,3,13,1460,8,2,2015,0,31.82686111,-86.6481
Alabama,10059,1,1,33,0,10,2,2015,568,34.65318611,-87.52819722
Alabama,10060,2,7,49,2564,10,2,2015,880,34.52244722,-85.82724444
Alabama,10061,1,3,93,0,13,2,2015,111,34.06270556,-87.82596944
Alabama,10062,1,1,89,0,14,2,2015,1045,34.76898333,-86.49392222
Alabama,10063,1,3,45,845,1,2,2015,1910,31.28759444,-85.70040556
Alabama,10064,1,1,97,2100,4,2,2015,55,30.70100278,-88.12357222
Alabama,10065,2,2,3,2650,31,1,2015,0,30.45154444,-87.680225
Alabama,10066,1,2,101,2130,8,2,2015,0,32.32658333,-86.29738611
Alabama,10067,4,8,81,200,11,2,2015,0,32.61580556,-85.50796111
Alabama,10068,1,1,113,0,15,2,2015,0,32.27960278,-85.38346389
Alabama,10069,2,2,97,2100,15,2,2015,0,30.68153889,-88.06909444
Alabama,10070,1,1,121,0,22,2,2015,0,33.493625,-86.16795833
Alabama,10071,2,4,95,50,20,2,2015,593,34.2806,-86.19588056
Alabama,10072,1,1,73,350,22,2,2015,0,33.44571389,-86.73578611
Alabama,10073,1,1,73,350,20,2,2015,0,33.53994444,-86.87020833
Alabama,10074,4,4,73,1710,16,2,2015,2550,33.45167778,-86.8184
Alabama,10075,2,4,101,0,10,2,2015,1615,32.10455556,-86.40459167
Alabama,10076,2,1,97,0,13,2,2015,267,31.02139444,-88.23171389
Alabama,10077,1,1,81,2340,23,2,2015,0,32.679275,-85.37018056
Alabama,10078,1,1,125,3050,24,2,2015,500,33.2262,-87.53260833
Alabama,10079,1,2,73,0,7,3,2015,1100,33.38663333,-86.98794167
Alabama,10080,1,1,101,0,17,2,2015,0,32.4551,-86.29180833
Alabama,10081,2,4,33,0,20,2,2015,278,34.71134167,-87.66776389
Alabama,10082,1,1,3,1210,24,2,2015,0,30.43372222,-87.6492
Alabama,10083,2,4,83,0,1,3,2015,854,34.74899444,-86.79623056
Alabama,10084,3,3,125,2260,1,3,2015,427,33.234175,-87.63861667
Alabama,10085,1,1,121,0,1,3,2015,2464,33.56501111,-85.86320556
Alabama,10086,2,4,89,1730,1,3,2015,0,34.77878611,-86.65703889
Alabama,10087,1,2,95,0,3,3,2015,819,34.54287222,-86.15238889
Alabama,10088,1,1,127,0,3,3,2015,1622,33.80393333,-87.12784444
Alabama,10089,1,1,97,2550,3,3,2015,0,30.74889167,-88.13165833
Alabama,10090,2,2,73,350,5,3,2015,0,33.49488056,-86.86086944
Alabama,10091,2,4,97,2550,3,3,2015,0,30.73507222,-88.08218056
Alabama,10092,2,3,81,2340,8,3,2015,0,32.61657222,-85.37138889
Alabama,10093,3,3,73,0,9,3,2015,1384,33.54760278,-86.62523889
Alabama,10094,1,1,53,0,6,3,2015,694,31.20380833,-87.31095556
Alabama,10095,10,15,101,2130,2,3,2015,1652,32.28422222,-86.34324444
Alabama,10096,1,1,47,0,6,3,2015,0,32.27369722,-86.98918611
Alabama,10097,2,2,115,160,18,2,2015,110,33.8332,-86.261
Alabama,10098,1,1,69,930,28,2,2015,0,31.25823611,-85.43218611
Alabama,10099,1,1,127,0,4,3,2015,0,33.93647222,-87.28287222
Alabama,10101,1,2,59,0,7,3,2015,0,34.51690278,-87.65490278
Alabama,10102,1,1,101,2130,14,3,2015,40,32.35867222,-86.24773611
Alabama,10103,1,2,125,0,28,2,2015,0,33.06118056,-87.50944444
Alabama,10104,2,3,3,2650,5,3,2015,0,30.56744167,-87.66604722
Alabama,10105,1,2,77,1200,6,3,2015,210,34.78616389,-87.69790833
Alabama,10106,1,1,23,0,9,3,2015,170,31.769225,-88.18656944
Alabama,10107,2,2,73,0,13,3,2015,2970,33.82046667,-86.80819444
Alabama,10108,2,3,15,2325,13,3,2015,889,33.76190556,-86.04343056
Alabama,10109,3,3,17,0,14,3,2015,1624,32.93260278,-85.39525833
Alabama,10110,1,1,37,0,14,3,2015,1657,33.09906389,-86.01120278
Alabama,10111,1,2,125,0,16,3,2015,0,33.25796389,-87.8056
Alabama,10112,1,1,93,0,21,3,2015,48,33.98633611,-87.85301389
Alabama,10113,1,2,73,0,4,4,2015,2730,33.687975,-86.83011389
Alabama,10114,2,2,3,860,1,4,2015,370,30.66108056,-87.87046944
Alabama,10115,1,1,127,0,27,3,2015,489,33.900625,-87.46942778
Alabama,10116,2,3,35,0,14,3,2015,767,31.26938889,-87.21400556
Alabama,10117,2,5,3,0,11,3,2015,433,31.00395,-87.67861667
Alabama,10118,1,2,103,890,8,3,2015,390,34.56162222,-86.97040556
Alabama,10119,2,2,125,0,1,3,2015,384,33.26156389,-87.70531111
Alabama,10120,2,2,115,160,3,3,2015,2380,33.84600556,-86.27015
Alabama,10121,2,3,51,3270,8,3,2015,2,32.54603889,-86.18844444
Alabama,10122,1,1,1,0,10,3,2015,0,32.50412778,-86.57332778
Alabama,10123,2,3,43,0,16,3,2015,0,34.22031111,-86.82949444
Alabama,10124,1,1,89,1970,16,3,2015,0,34.67851667,-86.74731667
Alabama,10125,1,4,113,0,17,3,2015,0,32.26903333,-85.01148611
Alabama,10126,2,2,31,0,19,3,2015,212,31.31268333,-85.92972222
Alabama,10127,2,5,31,0,20,3,2015,390,31.48936944,-85.91373056
Alabama,10128,1,1,63,1213,20,3,2015,0,32.65625,-87.87543889
Alabama,10129,2,3,49,2564,24,3,2015,0,34.49746111,-85.85248056
Alabama,10130,2,3,97,2100,24,3,2015,270,30.69029167,-88.02360278
Alabama,10131,1,2,93,0,24,3,2015,0,34.004025,-87.74586944
Alabama,10132,2,3,89,1970,26,3,2015,0,34.72875556,-86.75015278
Alabama,10133,2,2,97,0,26,3,2015,0,31.00971111,-88.15887222
Alabama,10134,2,2,55,0,27,3,2015,1202,34.05098889,-86.18392778
Alabama,10135,3,3,15,0,27,3,2015,0,33.650575,-85.74323889
Alabama,10136,1,2,125,0,28,3,2015,0,33.48036667,-87.59326389
Alabama,10137,1,2,73,350,30,3,2015,0,33.47045,-86.87328889
Alabama,10138,3,4,55,2822,3,4,2015,993,33.90453611,-86.02566667
Alabama,10139,3,4,43,830,3,4,2015,0,34.21063056,-86.88754444
Alabama,10140,2,3,117,0,4,4,2015,0,33.32356944,-86.61827778
Alabama,10141,9,14,53,0,2,4,2015,688,31.19800278,-87.31778056
Alabama,10142,1,2,69,0,21,3,2015,0,31.06918889,-85.26763889
Alabama,10143,2,2,101,2130,23,3,2015,0,32.32344444,-86.23832778
Alabama,10144,2,4,101,2130,24,3,2015,0,32.36861667,-86.35498056
Alabama,10145,2,3,55,1280,24,3,2015,1075,33.996975,-86.09063611
Alabama,10146,3,4,49,2564,28,3,2015,0,34.47056667,-85.78625
Alabama,10147,2,2,25,0,1,4,2015,0,31.90763611,-87.81741111
Alabama,10148,1,2,71,0,3,4,2015,0,34.91848333,-85.64063611
Alabama,10149,1,1,77,0,3,4,2015,800,34.87791389,-87.71029444
Alabama,10150,2,2,71,0,5,4,2015,36,34.63410278,-85.93313056
Alabama,10151,1,1,11,0,4,4,2015,163,32.26690278,-85.95272222
Alabama,10152,2,2,125,0,6,4,2015,1713,33.52636111,-87.47221944
Alabama,10153,5,6,51,3270,6,4,2015,0,32.47788056,-86.19813611
Alabama,10154,1,1,73,0,16,2,2015,0,33.73637778,-86.86807222
Alabama,10155,2,3,73,350,30,3,2015,23,33.61813611,-86.685
Alabama,10156,1,1,97,2716,17,4,2015,197,30.87624722,-88.04591944
Alabama,10157,2,2,101,2130,27,3,2015,1706,32.36128333,-86.32179722
Alabama,10158,2,3,73,0,6,4,2015,0,33.48549444,-87.03136944
Alabama,10159,1,1,127,2400,12,2,2015,340,33.76413611,-87.27437778
Alabama,10160,1,1,73,330,14,3,2015,0,33.408075,-86.93732778
Alabama,10161,2,3,109,3040,30,3,2015,796,31.83838056,-85.99281389
Alabama,10162,1,1,113,2440,2,4,2015,0,32.49611111,-85.01460278
Alabama,10163,2,2,101,2130,4,4,2015,1561,32.32692222,-86.28206944
Alabama,10164,1,2,53,0,6,4,2015,0,31.04196944,-87.03546944
Alabama,10165,2,3,43,0,6,4,2015,3190,34.08569167,-86.79316389
Alabama,10166,1,1,81,200,10,4,2015,0,32.61595,-85.49899167
Alabama,10167,1,1,125,718,11,4,2015,0,33.17655278,-87.30551667
Alabama,10168,1,2,51,2940,12,4,2015,1880,32.56443611,-85.93123889
Alabama,10169,2,3,89,0,13,4,2015,3321,34.88471111,-86.73896944
Alabama,10170,2,4,113,0,8,4,2015,989,32.29946111,-85.18006944
Alabama,10171,2,2,61,0,9,4,2015,0,31.10145278,-85.51632778
Alabama,10172,2,16,107,0,10,4,2015,0,33.40058333,-88.14174167
Alabama,10173,2,5,109,0,11,4,2015,1185,31.833975,-85.77583333
Alabama,10174,2,2,121,0,15,4,2015,461,33.11793333,-86.23954167
Alabama,10175,1,2,117,0,15,4,2015,1257,33.15340556,-86.65777222
Alabama,10176,1,1,19,1852,16,4,2015,0,34.18084444,-85.76155278
Alabama,10177,2,4,5,720,16,4,2015,1943,31.70562778,-85.59275278
Alabama,10178,1,1,73,330,18,4,2015,0,33.38305,-86.94081111
Alabama,10179,2,2,95,50,18,4,2015,2863,34.27261667,-86.19847778
Alabama,10180,3,5,21,0,18,4,2015,1131,32.68974444,-86.79486389
Alabama,10181,1,1,15,0,19,4,2015,2278,33.760725,-85.69259167
Alabama,10182,2,2,115,0,19,4,2015,0,33.80746944,-86.48646944
Alabama,10183,1,1,47,2760,17,4,2015,0,32.43308333,-87.04990278
Alabama,10184,1,1,43,0,21,4,2015,0,34.26499167,-86.84061944
Alabama,10185,1,1,73,330,22,4,2015,0,33.39529167,-86.95479167
Alabama,10186,1,3,9,0,24,4,2015,0,33.90451667,-86.43398333
Alabama,10187,1,2,125,0,24,4,2015,0,33.12183611,-87.44465556
Alabama,10188,2,4,73,3080,25,4,2015,0,33.60119722,-86.57146667
Alabama,10189,2,3,71,0,26,4,2015,325,34.83090556,-85.76291667
Alabama,10190,2,6,13,0,8,4,2015,1177,31.69793611,-86.7433
Alabama,10191,1,2,53,0,25,4,2015,680,31.19613611,-87.32029167
Alabama,10192,1,1,101,2130,28,4,2015,110,32.36698056,-86.14332222
Alabama,10193,2,4,89,0,17,4,2015,0,34.78567778,-86.44812778
Alabama,10194,2,2,3,1011,17,4,2015,0,30.36303056,-87.59561389
Alabama,10195,2,3,73,350,22,4,2015,0,33.528825,-86.74684444
Alabama,10196,1,1,19,0,24,4,2015,0,34.07541667,-85.64501944
Alabama,10197,2,2,125,3050,25,4,2015,850,33.17261667,-87.477725
Alabama,10198,2,3,123,0,27,4,2015,0,32.698575,-85.84709722
Alabama,10199,2,5,43,0,27,4,2015,0,34.08930556,-86.65215556
Alabama,10200,2,4,79,0,15,4,2015,571,34.51630556,-87.20631111
Alabama,10201,1,1,95,400,30,4,2015,120,34.21392778,-86.13927222
Alabama,10202,2,2,3,0,23,4,2015,553,30.61619167,-87.57853611
Alabama,10203,2,2,121,0,25,4,2015,1730,33.58526944,-86.04059444
Alabama,10204,1,3,53,0,1,5,2015,639,31.14328611,-87.40973889
Alabama,10205,1,2,73,1716,5,5,2015,2485,33.407825,-86.76304444
Alabama,10206,1,2,101,2130,2,4,2015,0,32.32687222,-86.273175
Alabama,10207,2,2,17,3111,16,4,2015,2070,32.81164167,-85.17035
Alabama,10208,1,1,125,3050,20,4,2015,0,33.19108333,-87.46343333
Alabama,10209,2,2,77,1200,23,4,2015,0,34.83666111,-87.65181667
Alabama,10210,1,1,17,3111,25,4,2015,2070,32.81228611,-85.17083056
Alabama,10211,2,2,81,0,30,4,2015,0,32.72789444,-85.58121667
Alabama,10212,1,1,89,0,30,4,2015,3229,34.63110278,-86.46207222
Alabama,10213,2,3,107,0,30,4,2015,2125,33.41463333,-88.00765833
Alabama,10214,2,3,55,1370,30,4,2015,2520,33.91519167,-85.91348056
Alabama,10215,1,1,73,350,2,5,2015,0,33.51839722,-86.850275
Alabama,10216,1,5,97,2550,3,5,2015,0,30.771375,-88.17473889
Alabama,10217,1,1,125,3050,4,5,2015,45,33.23294722,-87.41972778
Alabama,10218,2,3,87,3070,4,5,2015,25,32.45510833,-85.68898889
Alabama,10219,2,6,1,0,4,5,2015,1955,32.53463333,-86.45578056
Alabama,10220,1,1,71,0,4,5,2015,0,34.85403889,-86.03828333
Alabama,10221,1,2,77,0,5,5,2015,0,34.82900833,-87.76345556
Alabama,10222,2,3,127,0,6,5,2015,49,33.93793333,-87.22391389
Alabama,10223,2,7,3,1210,1,5,2015,634,30.40665,-87.70856944
Alabama,10224,1,1,33,2190,4,5,2015,0,34.72234167,-87.63496667
Alabama,10225,2,2,101,2130,2,4,2015,0,32.33015,-86.23213056
Alabama,10226,1,2,33,0,8,5,2015,174,34.72326111,-87.81718333
Alabama,10227,1,1,125,3050,8,5,2015,0,33.18373889,-87.44763333
Alabama,10228,1,1,77,0,10,5,2015,0,34.87006111,-87.53710833
Alabama,10229,2,3,15,100,4,5,2015,0,33.61511389,-85.76906944
Alabama,10230,1,2,21,700,24,5,2015,2123,32.88801944,-86.62379722
Alabama,10231,1,2,17,3111,23,5,2015,760,32.80710833,-85.22606389
Alabama,10232,1,4,101,2130,11,5,2015,55,32.36118056,-86.18275556
Alabama,10233,1,1,115,0,14,5,2015,1688,33.88559167,-86.25375556
Alabama,10234,2,2,115,0,11,5,2015,1609,33.81000833,-86.35801667
Alabama,10235,1,1,101,2130,8,5,2015,0,32.36733056,-86.32124722
Alabama,10236,1,1,39,0,11,4,2015,0,31.43940278,-86.500025
Alabama,10237,1,2,31,0,3,5,2015,474,31.59647222,-86.00601389
Alabama,10238,1,2,33,0,3,5,2015,3048,34.62752778,-87.65018056
Alabama,10239,1,9,61,0,9,5,2015,0,31.00788056,-85.81985278
Alabama,10240,1,1,53,0,11,5,2015,0,31.21214722,-87.60316667
Alabama,10241,2,3,29,0,11,5,2015,145,33.55435,-85.409275
Alabama,10242,1,1,113,2440,10,5,2015,0,32.44434444,-85.03772222
Alabama,10243,1,2,113,0,9,5,2015,862,32.15112222,-85.17539722
Alabama,10244,2,2,97,0,7,5,2015,0,30.75416111,-88.27655556
Alabama,10245,1,1,103,0,14,5,2015,0,34.51756111,-86.67522778
Alabama,10246,1,1,131,2490,14,5,2015,0,31.97318333,-87.58413889
Alabama,10247,1,1,97,2550,15,5,2015,0,30.74800833,-88.11728333
Alabama,10248,1,1,19,0,15,5,2015,0,34.26544444,-85.65693611
Alabama,10249,1,1,69,0,18,5,2015,0,31.14548056,-85.38818333
Alabama,10250,2,3,67,0,18,5,2015,0,31.44531111,-85.18464722
Alabama,10251,2,7,19,1852,18,5,2015,0,34.17649167,-85.78791667
Alabama,10252,2,2,15,2370,20,5,2015,1510,33.60283333,-85.98659167
Alabama,10253,2,2,55,2822,20,5,2015,960,33.84518056,-86.050325
Alabama,10254,1,1,115,0,20,5,2015,2228,33.64144722,-86.27768056
Alabama,10255,1,1,61,0,20,5,2015,0,31.03754167,-85.92891389
Alabama,10256,1,1,97,2100,20,5,2015,0,30.64512778,-88.10200278
Alabama,10257,1,1,77,0,21,5,2015,0,34.96056111,-87.57348611
Alabama,10258,2,2,117,530,21,5,2015,2470,33.16313333,-86.75501944
Alabama,10259,2,2,59,3130,22,5,2015,276,34.368425,-88.04374167
Alabama,10260,1,1,121,0,22,5,2015,0,33.34723889,-86.24552222
Alabama,10261,1,1,27,0,24,5,2015,0,33.23864722,-85.82023611
Alabama,10262,1,1,125,0,24,5,2015,0,33.19059167,-87.38245
Alabama,10263,2,4,131,0,25,5,2015,0,32.19991944,-87.38418889
Alabama,10264,1,1,113,2440,20,5,2015,1129,32.46113056,-85.01983611
Alabama,10265,2,4,15,2370,27,5,2015,1590,33.60566667,-85.84304444
Alabama,10266,2,2,97,690,26,5,2015,278,31.03937778,-88.23173889
Alabama,10267,2,2,73,350,25,5,2015,0,33.4932,-86.91936389
Alabama,10268,1,1,3,1493,27,5,2015,0,30.26576667,-87.64966944
Alabama,10269,3,4,77,0,28,5,2015,458,34.86105556,-87.46359722
Alabama,10270,3,3,89,1730,29,5,2015,0,34.77149167,-86.65099167
Alabama,10271,2,3,9,2811,29,5,2015,1080,34.10728056,-86.376
Alabama,10272,2,3,73,350,31,5,2015,1330,33.57411667,-86.71670833
Alabama,10273,1,1,77,0,30,5,2015,0,34.84441667,-87.36358333
Alabama,10274,1,1,79,0,31,5,2015,362,34.64768611,-87.27627778
Alabama,10275,1,3,81,0,24,5,2015,0,32.66621944,-85.18344167
Alabama,10276,1,1,113,0,24,5,2015,257,32.32995,-85.01913611
Alabama,10277,2,4,77,0,3,6,2015,0,34.90246944,-87.75307778
Alabama,10278,3,3,89,1730,4,6,2015,180,34.72722222,-86.60376944
Alabama,10279,2,2,115,0,11,6,2015,1484,33.57900278,-86.45679167
Alabama,10280,2,4,97,2716,15,6,2015,171,30.84921944,-88.07545833
Alabama,10281,1,3,115,0,16,6,2015,1580,33.78513333,-86.39731667
Alabama,10282,1,1,3,1210,28,4,2015,0,30.39219722,-87.6757
Alabama,10283,1,1,97,0,23,5,2015,0,30.48342778,-88.30996944
Alabama,10284,2,5,43,0,28,5,2015,3221,34.11820556,-86.81258056
Alabama,10285,3,4,105,0,28,5,2015,572,32.56905556,-87.34451944
Alabama,10286,5,7,115,2410,30,5,2015,0,33.59051667,-86.24565556
Alabama,10287,2,2,67,10,1,6,2015,2167,31.57391111,-85.25958889
Alabama,10288,1,4,11,0,30,5,2015,2008,32.14609722,-85.68148333
Alabama,10289,1,1,103,1130,2,6,2015,0,34.37938889,-86.89854167
Alabama,10290,2,2,115,0,3,6,2015,2261,33.6878,-86.281575
Alabama,10291,1,1,125,0,3,6,2015,208,33.28613056,-87.17944722
Alabama,10292,1,1,33,2190,5,6,2015,0,34.70028611,-87.64122778
Alabama,10293,1,2,71,2850,6,6,2015,410,34.88746944,-85.85918889
Alabama,10294,1,1,95,0,8,6,2015,0,34.36677222,-86.15974167
Alabama,10295,1,1,101,2130,8,6,2015,0,32.37700278,-86.20938333
Alabama,10296,1,1,125,0,9,6,2015,0,33.39799444,-87.59131667
Alabama,10297,2,2,109,0,10,6,2015,0,31.64230556,-85.92942222
Alabama,10298,1,1,69,930,11,6,2015,266,31.27593056,-85.45453611
Alabama,10299,2,2,51,0,12,6,2015,1747,32.69388056,-86.25244167
Alabama,10300,1,2,101,2130,14,6,2015,0,32.32671111,-86.33138333
Alabama,10301,1,2,97,2713,12,6,2015,0,30.89518056,-88.11371944
Alabama,10302,1,1,43,0,16,6,2015,0,34.2449,-86.99835
Alabama,10303,2,4,13,1460,14,6,2015,0,31.82324444,-86.63178889
Alabama,10304,3,7,97,2100,6,6,2015,179,30.60804722,-88.14563056
Alabama,10305,3,2,43,0,19,6,2015,3058,34.14981389,-86.8701
Alabama,10306,2,2,43,9997,21,6,2015,2990,34.05386667,-86.86743056
Alabama,10307,1,1,97,0,15,6,2015,3,30.86123889,-88.41498333
Alabama,10308,3,5,73,350,14,6,2015,1335,33.57873611,-86.71105556
Alabama,10309,2,2,127,0,19,6,2015,1951,33.78495,-87.34807778
Alabama,10310,1,1,125,3050,20,6,2015,0,33.23051389,-87.50806667
Alabama,10311,1,1,73,330,21,6,2015,0,33.39745833,-86.94592222
Alabama,10312,1,1,29,1620,20,6,2015,0,33.65770278,-85.51803056
Alabama,10313,1,1,95,400,23,6,2015,0,34.22945833,-86.11441111
Alabama,10314,2,2,43,830,14,6,2015,0,34.20768611,-86.88051944
Alabama,10315,1,1,119,0,5,1,2015,132,32.54234444,-88.23921944
Alabama,10316,1,3,73,0,28,5,2015,0,33.67938889,-86.7486
Alabama,10317,2,2,73,0,1,7,2015,2838,33.83645833,-86.82394167
Alabama,10318,1,1,53,0,10,6,2015,568,99.9999,999.9999
Alabama,10319,2,3,39,0,16,6,2015,0,31.3648,-86.53936111
Alabama,10320,3,3,69,0,17,6,2015,0,31.22186944,-85.23434444
Alabama,10321,2,3,3,0,17,6,2015,0,30.60398333,-87.66606111
Alabama,10322,3,4,109,0,20,6,2015,863,31.93322222,-86.02019444
Alabama,10323,1,2,3,0,21,6,2015,219,30.96888333,-87.86511111
Alabama,10324,2,2,63,1070,21,6,2015,0,32.83172778,-87.88100833
Alabama,10325,1,2,33,0,23,6,2015,0,34.78724444,-87.59171944
Alabama,10326,1,2,75,0,25,6,2015,0,33.84221944,-88.00811389
Alabama,10327,1,2,55,0,25,6,2015,0,34.13535556,-86.22410556
Alabama,10328,1,1,45,0,26,6,2015,0,31.46329722,-85.57221944
Alabama,10329,2,2,15,100,26,6,2015,32,33.62571667,-85.91920278
Alabama,10330,2,2,5,0,26,6,2015,53,31.88998056,-85.5109
Alabama,10331,1,1,59,2690,26,6,2015,2950,34.50978889,-87.71746111
Alabama,10332,2,2,71,2850,25,6,2015,1530,34.82531944,-85.84085833
Alabama,10333,2,2,69,0,27,6,2015,36,31.02775556,-85.25481667
Alabama,10334,1,1,41,0,27,6,2015,0,31.87865278,-86.30703611
Alabama,10335,1,1,103,0,28,6,2015,0,34.506625,-86.96428056
Alabama,10336,1,2,107,0,28,6,2015,0,33.15065833,-88.2235
Alabama,10337,2,8,103,0,1,7,2015,646,34.56229444,-87.10399722
Alabama,10338,1,1,131,0,2,7,2015,812,31.98890556,-87.24541667
Alabama,10339,2,2,115,0,2,7,2015,0,33.67088333,-86.30144444
Alabama,10340,1,1,49,0,2,7,2015,0,34.46106111,-86.01575833
Alabama,10341,1,1,119,0,13,6,2015,176,32.511375,-88.0913
Alabama,10342,3,6,107,0,3,7,2015,223,33.34563889,-87.94866667
Alabama,10343,7,18,97,2100,2,7,2015,247,30.66173611,-88.05686389
Alabama,10344,2,2,73,1716,1,7,2015,2505,33.38652778,-86.78304444
Alabama,10345,1,1,97,0,30,6,2015,110,30.54005,-88.23368889
Alabama,10346,1,1,55,1280,2,5,2015,0,34.01663611,-86.01120833
Alabama,10347,2,2,3,0,21,5,2015,0,30.69015833,-87.50475833
Alabama,10348,2,5,53,0,7,6,2015,811,31.25635833,-87.039075
Alabama,10349,2,6,79,0,17,6,2015,607,34.54120278,-87.15139167
Alabama,10350,2,2,89,1730,22,6,2015,0,34.74958056,-86.63308889
Alabama,10351,1,2,51,0,1,7,2015,0,32.60763889,-86.22751944
Alabama,10352,2,2,89,0,2,7,2015,3446,34.87097778,-86.57141389
Alabama,10353,2,2,51,0,2,7,2015,1151,32.45653333,-86.19944722
Alabama,10354,1,3,51,0,4,7,2015,21,32.57143056,-86.15946389
Alabama,10355,1,1,119,0,4,7,2015,0,32.47577222,-88.11015
Alabama,10356,3,3,89,0,5,7,2015,0,34.75538889,-86.74971111
Alabama,10357,1,1,101,2130,7,7,2015,0,32.32656111,-86.31230278
Alabama,10358,1,3,99,1240,2,7,2015,360,31.45066111,-87.37621111
Alabama,10359,2,2,77,1865,7,7,2015,130,34.97008889,-87.37729444
Alabama,10360,2,4,117,2405,8,7,2015,0,33.2886,-86.76373333
Alabama,10361,1,1,129,0,9,7,2015,0,31.447225,-88.31642222
Alabama,10362,1,2,101,2130,28,7,2015,1670,32.32817778,-86.33501667
Alabama,10363,1,2,117,47,28,7,2015,2390,33.23941389,-86.80274167
Alabama,10364,2,2,73,1110,29,7,2015,1180,33.48886667,-86.91803333
